emp_id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
emp_7597,0.84,0.54,4,179,2,0,0,0,technical,low
emp_3219,0.58,0.91,4,173,4,0,0,0,sales,low
emp_3574,0.76,0.72,4,266,3,0,0,0,IT,medium
emp_3133,0.5,0.73,3,148,3,0,0,0,accounting,low
emp_14887,0.42,0.47,2,135,3,0,1,0,sales,low
emp_3521,0.52,0.44,3,119,2,0,0,0,sales,low
emp_13464,0.76,0.45,4,147,2,0,0,0,product_mng,medium
emp_2589,0.52,0.84,2,226,3,0,0,0,RandD,low
emp_7945,0.88,0.66,4,218,4,1,0,0,marketing,low
emp_4875,0.74,0.79,5,237,4,0,0,0,product_mng,low
emp_3354,0.59,0.92,4,196,2,0,0,0,RandD,medium
emp_4309,0.7,0.87,5,239,3,0,0,0,hr,medium
emp_1759,0.45,0.51,2,149,3,0,1,0,accounting,low
emp_11612,0.65,0.52,2,117,10,1,0,0,support,low
emp_11511,0.47,0.43,4,246,3,0,0,0,support,low
emp_853,0.82,0.89,5,217,5,0,1,0,sales,high
emp_1495,0.17,0.75,3,188,4,0,1,0,technical,low
emp_8785,0.78,0.6,2,206,2,0,0,0,marketing,low
emp_2465,0.78,0.97,4,142,3,0,0,0,sales,low
emp_9296,0.78,0.44,3,97,4,0,0,0,IT,medium
emp_9554,0.5,0.65,4,266,3,1,0,0,sales,medium
emp_7299,0.94,0.89,2,118,4,0,0,0,support,medium
emp_7230,0.79,0.66,3,154,4,0,0,0,support,medium
emp_6429,0.9,0.98,5,148,4,0,0,0,sales,medium
emp_8864,0.65,0.66,3,164,2,0,0,0,sales,low
emp_4563,0.57,0.76,3,195,3,0,0,0,technical,medium
emp_11668,0.62,0.82,3,204,10,0,0,0,accounting,medium
emp_9927,0.88,0.56,4,243,4,0,0,0,accounting,medium
emp_501,0.91,0.84,5,265,5,0,1,0,technical,medium
emp_10377,0.63,0.66,3,256,4,1,0,0,RandD,low
emp_11702,0.53,0.73,3,163,3,1,0,0,IT,low
emp_9129,0.79,0.87,3,232,2,0,0,0,support,low
emp_1047,0.86,1,4,250,6,0,1,0,support,medium
emp_8601,0.53,0.51,4,181,3,0,0,0,support,low
emp_2634,0.78,0.59,3,212,2,0,0,0,technical,low
emp_10350,0.94,0.86,3,150,2,0,0,0,technical,low
emp_6030,0.85,0.98,5,156,2,0,0,0,RandD,low
emp_13182,0.48,0.61,3,251,3,0,0,0,support,medium
emp_9503,0.73,0.76,2,166,3,0,0,0,technical,low
emp_11399,0.84,0.53,3,210,4,1,0,0,marketing,medium
emp_7349,0.61,0.63,4,146,4,1,0,0,sales,low
emp_12005,0.37,0.52,2,159,3,0,1,0,sales,low
emp_11137,0.88,0.91,4,233,4,0,0,0,technical,high
emp_778,0.11,0.93,6,294,4,0,1,0,sales,medium
emp_7931,0.81,0.51,3,162,2,0,0,0,IT,medium
emp_4502,0.43,0.6,3,138,3,0,0,1,RandD,medium
emp_7697,0.88,0.95,4,234,3,0,0,0,IT,low
emp_4020,0.85,0.39,4,239,4,0,0,0,support,low
emp_1195,0.21,0.58,7,203,5,0,1,0,support,medium
emp_10929,0.98,0.58,3,183,3,0,0,0,sales,low
emp_52,0.44,0.55,2,135,3,0,1,0,support,low
emp_6352,0.98,0.68,4,154,3,0,0,0,sales,low
emp_2305,0.51,0.53,3,201,2,0,0,0,sales,low
emp_7633,0.55,0.61,4,272,4,1,0,0,marketing,low
emp_7008,0.86,0.97,4,155,3,0,0,0,management,low
emp_5538,0.35,0.41,6,244,3,0,0,0,technical,low
emp_1114,0.1,0.87,6,306,4,0,1,0,support,medium
emp_2983,0.64,0.71,3,181,2,0,0,0,technical,low
emp_657,0.79,0.86,5,235,5,0,1,0,support,medium
emp_3255,0.57,0.54,5,216,3,0,0,0,support,medium
emp_5386,0.62,0.66,5,165,3,0,0,0,technical,low
emp_1188,0.1,0.93,6,299,4,0,1,0,technical,low
emp_14901,0.37,0.5,2,154,3,0,1,0,hr,medium
emp_11201,0.69,0.72,4,210,2,1,0,0,sales,high
emp_6393,0.9,0.92,3,139,3,0,0,0,technical,low
emp_566,0.79,0.58,3,294,4,0,1,0,hr,low
emp_4119,0.52,0.55,4,243,2,0,0,0,RandD,medium
emp_9122,0.23,0.63,5,151,4,1,0,0,technical,low
emp_841,0.36,0.56,2,138,3,0,1,0,accounting,medium
emp_3889,0.98,0.66,3,199,3,0,0,0,RandD,medium
emp_1643,0.11,0.78,6,247,4,0,1,0,technical,low
emp_12752,0.46,0.45,2,138,3,0,1,1,IT,low
emp_12691,0.36,0.49,2,145,3,0,1,0,technical,medium
emp_8479,0.58,0.63,5,191,3,1,0,0,technical,high
emp_2667,0.86,0.62,3,256,3,1,0,0,RandD,low
emp_1973,0.36,0.5,2,131,3,0,1,0,IT,medium
emp_14681,0.41,0.52,2,159,3,0,1,0,sales,low
emp_13199,0.54,0.73,3,157,3,0,0,0,RandD,low
emp_1150,0.77,0.92,5,255,5,0,1,0,marketing,low
emp_4093,0.65,0.82,4,207,2,0,0,0,support,low
emp_10325,1,0.83,4,280,4,1,0,0,sales,low
emp_766,0.09,0.87,3,214,2,0,1,0,support,medium
emp_7052,0.54,0.75,3,181,3,0,0,0,accounting,low
emp_7563,0.71,0.85,3,260,3,0,0,0,marketing,medium
emp_10660,0.92,0.68,5,177,4,0,0,0,support,medium
emp_3873,0.83,0.48,3,242,4,0,0,0,technical,low
emp_5606,0.51,0.82,3,206,4,0,0,0,hr,medium
emp_10780,0.79,0.61,4,227,2,0,0,1,sales,high
emp_2621,0.55,0.72,5,232,4,0,0,0,sales,low
emp_9397,0.47,0.39,6,215,5,0,0,0,sales,medium
emp_3027,0.74,0.86,3,221,2,0,0,0,support,medium
emp_4731,0.69,0.9,6,224,4,0,0,1,RandD,low
emp_4103,0.15,0.61,3,146,6,1,0,0,technical,medium
emp_7739,0.78,0.53,4,177,2,0,0,0,accounting,low
emp_13647,0.54,0.52,4,173,2,0,0,0,marketing,medium
emp_7225,0.89,0.73,3,169,3,0,0,0,support,high
emp_5689,0.71,0.97,3,219,3,0,0,0,technical,high
emp_13526,0.66,0.59,4,179,3,0,0,0,technical,low
emp_14006,0.61,0.89,4,242,2,0,0,0,management,medium
emp_2686,0.63,0.5,3,140,2,0,0,0,sales,high
emp_9384,0.41,0.63,5,263,3,0,0,0,RandD,medium
emp_10688,0.94,0.8,4,266,3,1,0,0,support,medium
emp_13898,0.36,0.41,3,167,10,0,0,0,support,low
emp_912,0.43,0.51,2,140,3,0,1,0,sales,low
emp_8132,0.82,0.56,5,180,3,0,0,0,technical,low
emp_12732,0.79,0.94,4,232,5,0,1,0,technical,medium
emp_7076,0.3,0.47,6,156,2,1,0,0,support,medium
emp_1346,0.38,1,5,137,4,0,1,0,support,low
emp_1445,0.41,0.48,2,141,3,0,1,0,IT,low
emp_6197,0.54,0.53,3,251,2,0,0,0,sales,low
emp_3500,0.67,0.55,3,175,2,0,0,0,IT,medium
emp_6791,0.83,0.71,4,196,2,0,0,0,RandD,medium
emp_7310,0.98,0.49,4,214,3,0,0,0,technical,low
emp_12533,0.1,0.84,6,246,4,0,1,0,hr,medium
emp_2423,0.61,0.68,5,225,4,0,0,0,technical,low
emp_7636,0.57,0.88,3,176,3,0,0,0,support,low
emp_2733,0.56,0.68,5,203,2,0,0,0,IT,low
emp_81,0.45,0.54,2,140,3,0,1,0,support,low
emp_4218,0.63,0.55,3,160,3,0,0,0,sales,low
emp_13389,0.85,0.81,4,260,3,0,0,0,product_mng,medium
emp_10464,0.21,0.43,2,249,3,0,0,0,marketing,low
emp_5332,0.78,0.53,3,156,3,0,0,0,product_mng,low
emp_7500,0.93,0.58,5,238,2,0,0,0,sales,medium
emp_11797,0.64,0.55,3,246,2,0,0,1,marketing,high
emp_12603,0.1,0.84,7,250,4,0,1,0,product_mng,low
emp_4890,0.57,0.68,4,154,3,1,0,0,management,medium
emp_1573,0.39,0.48,2,154,3,0,1,0,technical,low
emp_13376,0.91,0.68,4,132,4,0,0,0,IT,medium
emp_880,0.82,0.97,5,263,5,0,1,0,technical,medium
emp_1579,0.1,0.96,6,310,5,0,1,0,support,low
emp_8766,0.92,0.51,4,167,3,1,0,0,IT,medium
emp_1510,0.44,0.52,2,128,3,0,1,0,technical,medium
emp_1897,0.39,0.49,2,127,3,0,1,0,IT,medium
emp_4521,0.7,0.44,2,131,2,0,0,0,sales,low
emp_4113,0.88,0.98,3,160,2,0,0,0,product_mng,medium
emp_11676,0.17,0.61,6,154,10,1,0,0,sales,medium
emp_1846,0.43,0.56,2,129,3,0,1,0,sales,low
emp_4915,0.74,0.53,5,141,2,0,0,0,accounting,low
emp_14739,0.09,0.9,7,289,4,0,1,0,product_mng,low
emp_9282,0.32,0.64,3,151,3,0,0,0,support,low
emp_9501,0.91,0.94,4,264,4,0,0,0,technical,low
emp_6312,0.8,0.88,5,199,4,0,0,0,support,low
emp_7497,0.57,0.39,2,145,3,0,0,0,sales,medium
emp_13896,0.69,0.85,3,153,10,0,0,0,support,medium
emp_13133,0.55,0.98,4,185,2,1,0,0,marketing,low
emp_9527,0.45,0.87,2,268,4,1,0,0,IT,low
emp_14115,0.96,0.62,4,253,7,0,0,0,sales,medium
emp_5404,0.68,0.81,3,166,2,0,0,0,IT,medium
emp_5822,0.72,0.84,3,167,3,0,0,0,sales,medium
emp_3615,0.91,0.68,3,218,3,1,0,0,accounting,medium
emp_2109,0.74,0.76,5,104,4,0,0,0,support,low
emp_13497,0.64,0.67,3,143,6,0,0,0,sales,medium
emp_9441,0.57,0.49,2,237,2,0,0,0,support,low
emp_14947,0.1,0.84,5,303,5,0,1,0,accounting,medium
emp_12268,0.45,0.53,2,129,3,0,1,0,technical,high
emp_12905,0.73,0.97,4,163,3,0,0,0,sales,medium
emp_7757,0.61,0.72,4,209,2,0,0,0,support,medium
emp_5307,0.21,0.78,4,218,6,0,0,0,technical,low
emp_12520,0.39,0.51,2,129,3,0,1,0,IT,low
emp_13210,0.82,0.59,5,170,3,0,0,0,product_mng,low
emp_9231,0.87,0.76,5,182,3,0,0,0,RandD,medium
emp_6826,0.53,0.92,3,199,2,0,0,0,hr,medium
emp_12851,0.75,0.83,4,133,4,0,0,0,hr,high
emp_4326,0.93,0.76,3,244,3,0,0,0,support,low
emp_3220,0.65,0.51,4,157,3,1,0,0,sales,medium
emp_13671,0.84,0.73,4,197,3,0,0,1,technical,low
emp_10319,0.35,0.56,3,144,3,0,0,0,sales,medium
emp_13836,0.77,0.48,5,262,7,0,0,0,IT,medium
emp_1194,0.73,0.97,5,217,6,0,1,0,support,medium
emp_46,0.84,0.74,3,182,4,0,1,0,technical,low
emp_13816,0.5,0.49,4,222,3,0,0,0,management,high
emp_977,0.92,0.94,5,307,5,0,1,0,IT,low
emp_10523,0.86,0.63,4,244,3,0,0,0,product_mng,low
emp_2964,0.72,0.87,3,238,3,0,0,0,IT,medium
emp_1585,0.43,0.46,2,129,3,0,1,0,technical,medium
emp_11672,0.71,0.93,5,140,8,0,0,0,marketing,medium
emp_4516,0.53,0.73,4,147,3,0,0,0,sales,low
emp_12799,0.75,0.83,3,146,3,0,0,0,support,medium
emp_9702,0.66,0.49,3,206,2,0,0,0,marketing,medium
emp_1976,0.46,0.54,2,138,3,0,1,0,product_mng,medium
emp_3913,0.44,0.57,5,183,2,1,0,0,sales,low
emp_9811,0.7,0.65,5,202,3,1,0,0,technical,medium
emp_6499,0.6,0.75,5,233,3,1,0,0,sales,low
emp_4412,0.19,0.52,5,200,5,0,0,0,technical,low
emp_12863,0.13,0.76,5,219,4,0,0,0,technical,low
emp_7461,0.46,0.66,6,229,3,0,0,0,support,medium
emp_12655,0.1,0.89,7,308,4,0,1,0,technical,medium
emp_12218,0.9,0.98,5,245,5,0,1,0,IT,low
emp_11675,0.95,0.77,5,199,10,1,0,0,sales,medium
emp_4581,0.78,0.98,4,157,3,0,0,0,marketing,medium
emp_2841,0.42,0.94,5,227,5,0,0,0,sales,medium
emp_5466,0.95,0.55,5,185,2,0,0,0,support,low
emp_8290,0.89,0.98,3,214,3,0,0,0,technical,medium
emp_12382,0.38,0.46,2,145,3,0,1,0,hr,medium
emp_6210,0.48,0.87,3,221,2,0,0,0,sales,medium
emp_13086,0.91,0.94,5,159,3,0,0,0,technical,low
emp_13157,0.24,0.42,5,210,5,0,0,0,accounting,low
emp_9620,0.68,0.65,3,243,2,0,0,0,sales,medium
emp_12450,0.81,0.92,5,239,5,0,1,0,product_mng,low
emp_6614,0.86,0.87,3,197,4,1,0,0,support,medium
emp_12651,0.39,0.45,2,134,3,0,1,0,technical,medium
emp_6120,0.75,0.86,3,249,3,0,0,0,sales,low
emp_38,0.45,0.5,2,126,3,0,1,0,technical,low
emp_577,0.48,0.78,2,198,2,0,1,0,technical,medium
emp_10334,0.66,0.67,5,148,3,0,0,0,accounting,medium
emp_3989,0.72,0.51,3,146,2,1,0,0,sales,low
emp_714,0.73,0.92,5,232,5,0,1,0,sales,low
emp_14409,0.1,0.91,6,287,4,0,1,0,technical,low
emp_7965,0.91,0.61,3,255,3,0,0,0,accounting,medium
emp_8251,0.72,0.68,5,162,5,0,0,0,marketing,low
emp_2336,0.97,0.77,3,182,2,1,0,0,support,low
emp_12605,0.11,0.79,6,292,4,0,1,0,IT,low
emp_4421,0.77,0.78,4,212,3,0,0,0,product_mng,low
emp_7493,0.15,0.98,2,96,2,0,0,0,sales,high
emp_12597,0.86,0.84,5,222,5,0,1,0,IT,low
emp_882,0.89,1,5,253,5,0,1,0,technical,medium
emp_568,0.1,0.97,6,282,4,0,1,0,hr,medium
emp_9799,0.73,0.6,3,252,4,1,0,0,sales,low
emp_4982,0.8,0.96,5,124,3,0,0,0,sales,low
emp_2246,0.53,0.75,6,192,6,0,0,0,hr,medium
emp_12051,0.13,0.78,6,152,2,0,1,0,support,low
emp_4166,0.6,0.55,4,204,3,0,0,0,technical,high
emp_8094,0.78,0.77,2,177,4,0,0,0,support,low
emp_10256,0.7,0.49,4,173,3,0,0,0,sales,medium
emp_13443,0.79,0.83,3,126,10,1,0,0,support,low
emp_8655,0.12,0.42,3,110,2,0,0,0,accounting,medium
emp_240,0.1,0.97,7,254,4,0,1,0,sales,low
emp_12837,0.54,0.74,2,166,3,0,0,0,sales,medium
emp_12068,0.9,0.98,4,264,6,0,1,0,product_mng,medium
emp_6661,0.88,0.72,3,193,4,0,0,0,sales,low
emp_1598,0.83,0.95,5,230,5,0,1,0,IT,medium
emp_9664,0.73,0.52,3,274,2,0,0,0,technical,high
emp_6054,0.76,0.85,4,190,3,0,0,0,sales,medium
emp_1902,0.46,0.55,2,147,3,0,1,0,product_mng,medium
emp_1181,0.77,0.89,5,243,5,0,1,0,technical,low
emp_10697,0.82,0.67,3,229,3,0,0,0,sales,medium
emp_9489,0.78,0.96,2,174,3,0,0,0,sales,low
emp_8979,0.49,0.58,3,265,3,0,0,0,support,low
emp_3007,0.84,0.85,3,153,4,0,0,0,accounting,low
emp_9453,0.49,0.95,2,181,4,1,0,0,IT,low
emp_2782,0.54,0.71,5,173,2,0,0,0,hr,low
emp_12869,0.81,0.86,4,213,3,0,0,0,support,low
emp_12199,0.1,0.89,7,285,4,0,1,0,technical,low
emp_13095,0.48,0.86,5,198,4,0,0,0,technical,low
emp_11075,0.9,0.93,3,209,3,0,0,0,product_mng,medium
emp_9226,0.57,0.98,3,171,3,0,0,0,product_mng,medium
emp_8846,0.73,0.84,4,238,2,0,0,0,product_mng,medium
emp_2830,0.63,0.67,5,263,3,0,0,0,technical,medium
emp_6877,0.79,0.84,4,144,2,1,0,0,marketing,medium
emp_13476,0.58,0.91,3,154,10,0,0,0,product_mng,high
emp_12756,0.37,0.48,2,160,3,0,1,0,product_mng,low
emp_8254,0.52,0.53,4,159,4,0,0,0,sales,low
emp_4220,0.87,0.82,4,251,3,0,0,0,sales,high
emp_7758,0.45,0.48,5,287,5,0,0,0,support,medium
emp_13738,0.47,0.76,6,174,10,0,0,0,IT,medium
emp_10554,0.97,0.7,3,253,3,0,0,0,sales,medium
emp_5844,0.58,0.77,5,272,2,1,0,0,technical,low
emp_3414,0.85,0.97,3,256,3,0,0,0,support,low
emp_7002,0.63,0.81,3,215,3,0,0,0,support,medium
emp_907,0.1,0.78,7,286,4,0,1,0,product_mng,low
emp_8215,0.96,0.97,4,260,3,0,0,0,support,low
emp_3694,0.59,0.61,4,141,2,1,0,0,hr,medium
emp_13925,0.63,0.98,4,187,3,0,0,0,management,high
emp_3119,0.5,0.77,3,166,3,0,0,0,IT,medium
emp_12547,0.37,0.47,2,149,3,0,1,0,sales,low
emp_10565,0.74,0.89,5,182,2,0,0,0,hr,low
emp_6078,0.97,0.77,5,223,2,0,0,0,support,low
emp_10888,0.84,0.84,4,266,3,0,0,0,support,low
emp_13167,0.83,0.99,5,132,3,0,0,0,technical,low
emp_8597,0.97,0.94,3,160,3,0,0,0,support,low
emp_7016,0.63,0.43,2,222,4,0,0,0,product_mng,high
emp_9305,0.51,0.69,3,135,3,0,0,0,IT,medium
emp_296,0.38,0.51,2,146,3,0,1,0,IT,medium
emp_6254,0.51,1,3,168,3,1,0,0,RandD,medium
emp_1786,0.09,0.96,7,264,4,0,1,0,accounting,medium
emp_4383,0.57,0.64,2,206,3,0,0,0,accounting,low
emp_6506,0.84,0.96,3,162,3,0,0,0,sales,medium
emp_13398,0.8,0.75,4,224,3,0,0,1,sales,medium
emp_1285,0.83,0.83,5,260,5,0,1,0,IT,medium
emp_7782,0.89,0.84,5,168,2,0,0,0,RandD,low
emp_8960,0.32,0.67,5,224,4,1,0,0,accounting,medium
emp_12672,0.11,0.94,6,264,4,0,1,0,IT,low
emp_4455,0.81,0.61,4,142,4,0,0,0,sales,low
emp_14518,0.37,0.46,2,149,3,0,1,0,marketing,high
emp_550,0.41,0.47,2,138,3,0,1,0,sales,low
emp_12722,0.31,0.87,4,184,3,0,1,0,technical,low
emp_5341,0.18,0.59,4,132,3,0,0,0,RandD,low
emp_3575,0.27,0.82,4,276,2,0,0,0,IT,medium
emp_6293,0.2,0.56,3,217,5,0,0,0,hr,medium
emp_4353,0.44,0.68,2,120,2,0,0,0,marketing,medium
emp_6830,0.68,0.51,5,158,3,0,0,0,technical,medium
emp_2649,0.54,0.75,3,240,3,0,0,0,support,medium
emp_2587,0.8,0.74,4,221,4,0,0,0,product_mng,low
emp_5861,0.9,0.62,5,236,6,0,0,0,technical,medium
emp_3161,0.54,0.5,2,123,4,1,0,0,accounting,low
emp_7151,0.7,0.9,3,224,3,0,0,0,support,medium
emp_3183,0.84,0.49,4,178,3,0,0,0,support,medium
emp_3481,0.87,0.59,5,154,3,0,0,0,support,low
emp_2378,0.61,0.55,5,266,2,0,0,0,sales,medium
emp_8441,0.55,0.49,5,240,3,0,0,0,technical,high
emp_6936,0.91,0.55,3,223,3,0,0,0,IT,low
emp_6770,0.62,0.51,4,175,3,0,0,0,support,low
emp_8205,0.77,0.85,5,192,2,0,0,0,technical,low
emp_6963,0.87,0.86,3,196,4,0,0,0,sales,low
emp_10009,0.96,0.92,3,150,2,0,0,0,marketing,medium
emp_13555,0.69,0.9,3,185,4,0,0,0,product_mng,low
emp_10904,0.8,0.62,5,190,4,1,0,0,IT,medium
emp_12111,0.43,0.47,2,144,3,0,1,0,hr,medium
emp_13596,0.43,0.38,3,119,2,0,0,0,sales,low
emp_11113,0.85,0.94,5,235,4,0,0,0,sales,low
emp_9304,0.76,0.85,3,204,2,1,0,0,product_mng,medium
emp_5431,0.48,0.97,3,224,6,0,0,0,sales,medium
emp_8157,0.45,0.75,2,246,2,0,0,0,product_mng,medium
emp_14443,0.92,0.99,5,255,6,0,1,0,sales,low
emp_7321,0.75,0.98,2,161,3,0,0,0,product_mng,low
emp_10222,0.53,0.75,4,240,4,0,0,0,product_mng,low
emp_12717,0.43,0.47,2,131,3,0,1,0,accounting,low
emp_11074,0.49,0.63,3,181,3,1,0,0,product_mng,medium
emp_1614,0.42,0.46,2,147,3,0,1,0,sales,low
emp_11189,0.79,0.82,5,158,2,0,0,0,support,low
emp_13856,0.9,0.85,3,158,7,0,0,0,marketing,medium
emp_10200,0.61,0.56,2,160,3,0,0,0,support,medium
emp_8389,0.59,0.79,3,217,4,0,0,0,product_mng,medium
emp_2016,0.81,0.57,3,224,2,0,0,0,hr,medium
emp_8410,0.96,0.92,3,196,4,0,0,0,sales,low
emp_14869,0.43,0.55,2,130,3,0,1,0,support,high
emp_9849,0.71,0.57,3,207,3,0,0,0,marketing,medium
emp_6441,0.14,0.74,4,117,5,0,0,0,accounting,medium
emp_2982,0.93,0.48,3,147,3,0,0,0,support,low
emp_13119,0.18,0.9,4,282,4,0,0,0,product_mng,medium
emp_9083,0.99,0.71,4,212,2,0,0,0,marketing,medium
emp_13097,0.73,0.94,4,262,3,0,0,0,support,low
emp_244,0.4,0.5,2,128,3,0,1,0,sales,low
emp_5031,0.62,0.69,3,261,2,0,0,0,IT,medium
emp_107,0.91,1,4,257,5,0,1,0,accounting,medium
emp_13631,0.64,0.66,5,157,2,0,0,0,product_mng,low
emp_10055,0.89,0.52,4,189,3,0,0,0,support,medium
emp_13257,0.89,0.39,5,218,2,0,0,0,technical,low
emp_13758,0.24,0.56,4,281,7,0,0,0,sales,medium
emp_13302,0.87,0.52,4,140,3,0,0,0,product_mng,medium
emp_6868,0.81,0.8,3,183,2,1,0,0,RandD,medium
emp_12687,0.1,0.96,7,255,4,0,1,0,marketing,medium
emp_9881,0.51,0.5,4,246,3,0,0,0,hr,low
emp_4606,0.85,0.57,5,210,3,0,0,0,sales,low
emp_7949,0.77,0.48,3,204,6,0,0,0,sales,high
emp_6663,0.62,0.75,4,216,2,0,0,0,sales,low
emp_5285,0.98,0.56,5,180,3,0,0,0,sales,medium
emp_3961,0.5,0.55,3,188,2,0,0,0,product_mng,medium
emp_3874,0.22,0.64,3,193,2,0,0,0,technical,low
emp_11354,0.36,0.73,2,111,2,0,0,0,sales,low
emp_6370,0.91,0.81,4,139,2,0,0,0,technical,high
emp_7904,0.6,0.85,2,226,2,1,0,0,technical,medium
emp_5771,0.73,0.95,3,258,3,0,0,0,technical,low
emp_7886,0.72,0.6,3,265,2,1,0,0,sales,high
emp_9786,0.5,0.49,5,256,3,0,0,0,sales,medium
emp_12516,0.88,1,5,219,6,1,1,0,technical,low
emp_7511,0.96,0.72,4,228,2,0,0,0,accounting,high
emp_10133,0.14,0.49,4,115,4,0,0,0,support,medium
emp_30,0.38,0.5,2,132,3,0,1,0,accounting,low
emp_2802,0.51,0.58,2,181,4,0,0,0,support,medium
emp_7110,0.78,0.91,4,202,2,0,0,0,sales,medium
emp_5454,0.51,0.88,3,202,4,0,0,0,hr,low
emp_2923,0.72,0.51,4,164,3,0,0,0,sales,medium
emp_4665,0.73,0.78,3,166,2,0,0,0,marketing,medium
emp_12853,0.93,0.59,3,202,2,0,0,0,hr,high
emp_8038,0.14,0.54,5,275,4,1,0,0,sales,high
emp_10008,0.13,0.77,4,201,5,0,0,0,marketing,medium
emp_1246,0.1,0.93,6,288,4,0,1,0,sales,medium
emp_7135,0.86,0.88,4,274,3,0,0,0,hr,medium
emp_4054,0.92,0.67,4,161,4,1,0,0,marketing,low
emp_12983,0.97,0.74,4,209,2,0,0,0,sales,low
emp_4413,0.55,0.93,4,239,4,0,0,0,management,low
emp_109,0.71,0.87,3,177,4,0,1,0,hr,medium
emp_6978,0.81,0.86,5,159,2,0,0,0,accounting,medium
emp_5461,0.56,0.75,2,264,2,0,0,0,technical,low
emp_8263,0.55,0.71,4,223,3,0,0,0,sales,medium
emp_11232,0.79,0.83,3,126,10,1,0,0,support,low
emp_7169,0.92,0.68,5,210,2,0,0,0,product_mng,low
emp_7760,0.75,0.82,3,227,2,0,0,0,support,medium
emp_8673,0.77,0.5,5,170,2,0,0,0,support,low
emp_4395,0.81,0.84,4,143,2,0,0,0,technical,medium
emp_8780,0.82,0.73,3,148,4,0,0,0,sales,high
emp_12696,0.35,0.99,3,236,4,0,1,0,sales,medium
emp_11860,0.51,0.56,4,168,2,0,0,0,sales,low
emp_10063,0.82,0.89,5,182,3,0,0,0,IT,low
emp_4349,0.78,0.92,5,242,4,0,0,0,RandD,medium
emp_12165,0.9,0.99,5,260,5,0,1,0,sales,low
emp_14800,0.87,0.9,5,258,5,0,1,0,support,low
emp_7475,0.66,0.63,3,166,3,0,0,0,IT,high
emp_7253,0.68,0.59,4,147,2,0,0,0,marketing,medium
emp_7071,0.87,0.54,3,268,3,0,0,0,support,medium
emp_5000,0.64,0.97,4,268,2,0,0,0,technical,low
emp_5609,0.42,0.4,3,160,2,0,0,0,technical,low
emp_10375,0.17,0.59,6,160,2,0,0,0,IT,low
emp_974,0.37,0.47,2,150,3,0,1,0,technical,medium
emp_11921,0.19,0.61,4,127,8,0,0,0,sales,low
emp_4300,0.59,0.71,5,169,2,0,0,0,sales,low
emp_11733,0.24,0.94,6,141,3,1,0,0,sales,low
emp_3654,0.24,0.94,4,146,4,0,0,0,product_mng,medium
emp_12135,0.36,0.5,2,132,3,0,1,0,technical,low
emp_7293,0.79,0.87,4,253,2,0,0,0,technical,medium
emp_3089,0.74,0.67,3,273,3,1,0,0,hr,low
emp_8452,0.22,0.89,6,278,5,1,0,0,support,medium
emp_13269,0.95,0.53,3,174,3,0,0,0,support,medium
emp_5295,0.35,0.59,5,268,3,0,0,0,accounting,low
emp_5804,0.74,0.67,4,158,3,0,0,0,sales,low
emp_8507,0.24,0.94,6,237,5,0,0,0,hr,medium
emp_11,0.45,0.54,2,135,3,0,1,0,sales,low
emp_2648,0.93,0.68,4,196,2,1,0,0,support,low
emp_11783,0.84,0.78,4,263,3,0,0,0,IT,low
emp_1427,0.36,0.55,2,138,3,0,1,0,support,medium
emp_12303,0.1,0.77,7,250,5,0,1,0,RandD,medium
emp_3266,0.66,0.8,4,183,2,1,0,0,technical,medium
emp_13241,0.52,0.59,5,150,2,0,0,0,sales,low
emp_12907,0.6,0.59,4,201,3,0,0,0,sales,medium
emp_8438,0.6,0.4,3,146,4,1,0,0,technical,low
emp_11135,0.75,0.85,3,250,6,0,0,0,technical,medium
emp_1216,0.74,0.97,5,238,5,0,1,0,IT,low
emp_11740,0.9,0.58,3,244,8,0,0,0,sales,low
emp_13890,0.27,0.42,6,173,7,0,0,0,sales,medium
emp_11861,0.78,0.9,5,158,3,0,0,0,sales,low
emp_9220,0.24,0.6,2,194,6,0,0,0,IT,medium
emp_6701,0.41,0.48,3,182,2,0,0,0,IT,low
emp_324,0.11,0.91,7,287,4,0,1,0,sales,low
emp_1345,0.39,0.57,2,150,3,0,1,0,support,low
emp_4458,0.6,0.84,2,221,3,0,0,0,accounting,low
emp_9000,0.85,0.91,3,244,3,0,0,0,product_mng,medium
emp_910,0.92,0.9,5,248,5,0,1,0,sales,low
emp_10141,0.8,0.98,3,189,6,0,0,0,IT,low
emp_3400,0.13,1,4,157,5,1,0,0,technical,low
emp_497,0.1,0.82,6,244,4,0,1,0,technical,medium
emp_14222,0.45,0.54,2,135,3,0,1,0,sales,low
emp_12369,0.82,0.86,5,243,5,0,1,0,IT,low
emp_10285,0.94,0.58,5,190,3,1,0,0,support,high
emp_10445,0.63,0.89,3,239,3,0,0,0,IT,medium
emp_12804,0.59,0.72,4,168,4,0,0,0,management,medium
emp_3471,0.34,0.6,4,114,3,0,0,0,technical,medium
emp_13164,0.19,0.94,4,196,5,0,0,0,technical,low
emp_13029,0.52,0.38,2,103,3,0,0,0,support,medium
emp_4366,0.6,0.93,5,270,3,1,0,0,sales,low
emp_10356,0.13,0.97,3,156,2,0,0,0,support,medium
emp_1196,0.8,0.85,4,264,5,0,1,0,support,medium
